"CountryCode","SeriesCode","DESCRIPTION",
"MDV","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MDV","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MDV","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MDV","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MDV","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. Arrivals by air.",
"MDV","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"MDV","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MDV","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"MDV","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MDV","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MDV","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2020 are based on reports provided by the country. Short-term debt data for 2020 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). DSSI eligible and participating in 2020",
"MDV","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MDV","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MDV","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MDV","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MDV","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MDV","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MDV","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"MDV","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"MDV","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MDV","SM.POP.TOTL","Estimates are imputed using model estimates. ",
"MEA","SH.H2O.SMDW.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"MEA","SH.STA.SMSS.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"MEA","SH.STA.SMSS.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"MEA","SH.STA.SMSS.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"MEA","SH.H2O.SMDW.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"MEA","SH.H2O.SMDW.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"MEA","SH.STA.OWGH.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset.",
"MEA","SH.STA.STNT.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset.",
"MEX","IT.NET.USER.ZS","Comisión Federal de Telecomunicaciones (CFT).",
"MEX","IT.MLT.MAIN.P2","Comisión Federal de Telecomunicaciones (CFT).",
"MEX","IT.MLT.MAIN","Comisión Federal de Telecomunicaciones (CFT).",
"MEX","IT.NET.BBND.P2","Comisión Federal de Telecomunicaciones (CFT).",
"MEX","IT.CEL.SETS","Comisión Federal de Telecomunicaciones (CFT).",
"MEX","IT.NET.BBND","Comisión Federal de Telecomunicaciones (CFT).",
"MEX","IT.CEL.SETS.P2","Comisión Federal de Telecomunicaciones (CFT).",
"MEX","MS.MIL.XPND.CN","1960-2003 SIPRI estimates.",
"MEX","MS.MIL.XPND.ZS","1990-2003 SIPRI estimates.",
"MEX","MS.MIL.XPND.CD","1960-2003 SIPRI estimates.",
"MEX","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MEX","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MEX","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MEX","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MEX","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MEX","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MEX","SP.POP.GROW","Data source: United Nations World Population Prospects",
"MEX","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MEX","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MEX","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MEX","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"MEX","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists).",
"MEX","IS.RRS.PASG.KM","Source: OECD",
"MEX","IS.RRS.GOOD.MT.K6","Source: OECD",
"MEX","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MEX","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"MEX","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MEX","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MEX","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"MEX","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MEX","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MEX","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MEX","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"MEX","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MEX","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MEX","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2020 are based on reports provided by the country. Short-term debt data for 2020 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"MHL","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MHL","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"MHL","SP.DYN.TFRT.IN","Data source: DHS 2007; Economic Policy, Planning and Statistics Office; U.S. Census Bureau",
"MHL","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"MHL","IT.NET.USER.ZS","National Telecommunications Authority.",
"MHL","IT.MLT.MAIN.P2","National Telecommunications Authority.",
"MHL","IT.MLT.MAIN","National Telecommunications Authority.",
"MHL","IT.CEL.SETS.P2","National Telecommunications Authority.",
"MHL","IT.CEL.SETS","National Telecommunications Authority.",
"MHL","IT.NET.BBND.P2","National Telecommunications Authority.",
"MHL","IT.NET.BBND","National Telecommunications Authority.",
"MHL","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. 1995-2003, 2006-2008, 2010-2018 arrivals by air. 2004, 2005, 2009 air and sea arrivals. 2014-2018 Source: South Pacific Tourism Organisation - Regional Tourism Resource Centre.",
"MHL","SP.DYN.AMRT.MA","Data source: World Bank estimate",
"MHL","SP.DYN.AMRT.FE","Data source: World Bank estimate",
"MHL","SP.DYN.CBRT.IN","Data source: Economic Policy, Planning and Statistics Office; DHS 2007",
"MHL","SP.DYN.LE00.FE.IN","Data source: Economic Policy, Planning and Statistics Office; World Health Report 2001; U.S. Census Bureau",
"MHL","SP.DYN.LE00.MA.IN","Data source: Economic Policy, Planning and Statistics Office; World Health Report 2001; U.S. Census Bureau",
"MHL","SP.DYN.CDRT.IN","Data source: Economic Policy, Planning and Statistics Office",
"MHL","SP.POP.GROW","Data source: United Nations World Population Prospects",
"MHL","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1995-2004 country data. Fiscal years (October 1 to September 30).",
"MHL","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1995-2004 country data. Fiscal years (October 1 to September 30).",
"MHL","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MHL","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MHL","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MHL","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MIC","SH.STA.OWGH.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset; and computed based on the income groupings for the World Bank fiscal year in which the data was released by the JME.",
"MIC","SH.STA.STNT.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset; and computed based on the income groupings for the World Bank fiscal year in which the data was released by the JME.",
"MKD","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MKD","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MKD","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MKD","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MKD","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MKD","SP.POP.GROW","Data source: State Statistical Office, United Nations World Population Prospects",
"MKD","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MKD","SP.DYN.LE00.FE.IN","Data source: Eurostat, State Statistical Office, United Nations World Population Prospects",
"MKD","SP.DYN.LE00.MA.IN","Data source: Eurostat, State Statistical Office, United Nations World Population Prospects",
"MKD","SP.ADO.TFRT","The former Yugoslav Republic of Macedonia.",
"MKD","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MKD","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MKD","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MKD","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists in all types of accommodation establishments.",
"MKD","IT.NET.USER.ZS","Makedonski Telekomunikacii A.D. From 2005: Agency for Electronic Communications (Agencija za elektronski komunikacii).",
"MKD","IT.CEL.SETS.P2","Makedonski Telekomunikacii A.D. From 2005: Agency for Electronic Communications (Agencija za elektronski komunikacii).",
"MKD","IT.CEL.SETS","Makedonski Telekomunikacii A.D. From 2005: Agency for Electronic Communications (Agencija za elektronski komunikacii).",
"MKD","IT.MLT.MAIN.P2","Makedonski Telekomunikacii A.D. From 2005: Agency for Electronic Communications (Agencija za elektronski komunikacii).",
"MKD","IT.NET.BBND.P2","Makedonski Telekomunikacii A.D. From 2005: Agency for Electronic Communications (Agencija za elektronski komunikacii).",
"MKD","IT.MLT.MAIN","Makedonski Telekomunikacii A.D. From 2005: Agency for Electronic Communications (Agencija za elektronski komunikacii).",
"MKD","IT.NET.BBND","Makedonski Telekomunikacii A.D. From 2005: Agency for Electronic Communications (Agencija za elektronski komunikacii).",
"MKD","IS.RRS.GOOD.MT.K6","Source: OECD",
"MKD","IS.RRS.PASG.KM","Source: OECD",
"MKD","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MKD","SP.DYN.CBRT.IN","Data source: State Statistical Office, United Nations World Population Prospects",
"MKD","SP.DYN.TFRT.IN","Data source: State Statistical Office, United Nations World Population Prospects",
"MKD","SP.DYN.CDRT.IN","Data source: State Statistical Office, United Nations World Population Prospects",
"MKD","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"MKD","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"MKD","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MKD","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"MKD","SP.POP.TOTL","Data source: State Statistical Office, United Nations World Population Prospects",
"MKD","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2020 are based on reports provided by the country. Short-term debt data for 2020 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"MLI","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2020 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2020 is based on data from the BIS. Data include the effects of HIPC and MDRI debt relief. DSSI eligible and participating in 2020.",
"MLI","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MLI","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"MLI","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"MLI","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MLI","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MLI","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MLI","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MLI","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MLI","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"MLI","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MLI","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MLI","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"MLI","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"MLI","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MLI","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"MLI","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MLI","IT.MLT.MAIN","Until 2002: SOTELMA. Comité de Régulation des Télécommunications.",
"MLI","IT.CEL.SETS","Until 2002: SOTELMA. Comité de Régulation des Télécommunications.",
"MLI","IT.NET.BBND.P2","Until 2002: SOTELMA. Comité de Régulation des Télécommunications.",
"MLI","IT.MLT.MAIN.P2","Until 2002: SOTELMA. Comité de Régulation des Télécommunications.",
"MLI","IT.CEL.SETS.P2","Until 2002: SOTELMA. Comité de Régulation des Télécommunications.",
"MLI","IT.NET.USER.ZS","Until 2002: SOTELMA. Comité de Régulation des Télécommunications.",
"MLI","IT.NET.BBND","Until 2002: SOTELMA. Comité de Régulation des Télécommunications.",
"MLI","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MLI","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MLI","SP.POP.GROW","Data source: United Nations World Population Prospects",
"MLI","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. 1995-2007, 2016-2018: Arrivals by air only (Bamako-Sénou airport).",
"MLI","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MLI","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MLI","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MLI","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MLI","MS.MIL.XPND.ZS","2000-2004 SIPRI estimates.",
"MLI","MS.MIL.XPND.CN","1961-1965 & 1993-2004 SIPRI estimates.",
"MLI","MS.MIL.XPND.CD","1961-1965 & 1993-2004 SIPRI estimates.",
"MLT","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MLT","PA.NUS.FCRF","Data are reported in Maltese liras until 2009, in euro from 2010.",
"MLT","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MLT","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MLT","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MLT","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MLT","SP.POP.GROW","Data source: Eurostat",
"MLT","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MLT","SP.DYN.LE00.MA.IN","Data source: Eurostat, United Nations World Population Prospects",
"MLT","SP.DYN.LE00.FE.IN","Data source: Eurostat, United Nations World Population Prospects",
"MLT","SP.DYN.TFRT.IN","Data source: Eurostat, National Statistics Office",
"MLT","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MLT","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MLT","IT.MLT.MAIN.P2","Maltacom. From 1999: Malta Communications Authority.",
"MLT","IT.CEL.SETS","Maltacom. From 1999: Malta Communications Authority.",
"MLT","IT.NET.BBND","Maltacom. From 1999: Malta Communications Authority.",
"MLT","IT.NET.BBND.P2","Maltacom. From 1999: Malta Communications Authority.",
"MLT","IT.MLT.MAIN","Maltacom. From 1999: Malta Communications Authority.",
"MLT","IT.CEL.SETS.P2","Maltacom. From 1999: Malta Communications Authority.",
"MLT","IT.NET.USER.ZS","Maltacom. From 1999: Malta Communications Authority.",
"MLT","IS.RRS.PASG.KM","Source: OECD",
"MLT","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MLT","IS.RRS.GOOD.MT.K6","Source: OECD",
"MLT","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. From 2004 data based on departures by air and by sea.",
"MLT","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists).",
"MLT","SP.DYN.CBRT.IN","Data source: Eurostat",
"MLT","SP.DYN.CDRT.IN","Data source: Eurostat",
"MLT","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"MLT","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MLT","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"MLT","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"MLT","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. ",
"MLT","TM.TAX.TCOM.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.MANF.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.TCOM.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.TCOM.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.MANF.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.MRCH.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.MANF.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.MRCH.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.MRCH.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.TCOM.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.MRCH.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.MRCH.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.TCOM.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.MRCH.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.MANF.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.MANF.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.MANF.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","TM.TAX.TCOM.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"MLT","SP.POP.TOTL","Data source: Eurostat",
"MMR","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2020 are based on reports provided by the country. Long-term private nonguaranteed debt data for 2020 are World Bank staff estimates based on the market data. Short-term debt data are not available. DSSI eligible and participating in 2020.",
"MMR","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MMR","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. ",
"MMR","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"MMR","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MMR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MMR","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"MMR","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MMR","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MMR","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MMR","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MMR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MMR","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. 2016: change in the methodology.",
"MMR","IT.CEL.SETS","Ministry of Communications, Posts and Telegraphs. From 1999: Post and Telecommunications Department.",
"MMR","IT.MLT.MAIN.P2","Ministry of Communications, Posts and Telegraphs. From 1999: Post and Telecommunications Department.",
"MMR","IT.NET.BBND","Ministry of Communications, Posts and Telegraphs. From 1999: Post and Telecommunications Department.",
"MMR","IT.CEL.SETS.P2","Ministry of Communications, Posts and Telegraphs. From 1999: Post and Telecommunications Department.",
"MMR","IT.NET.BBND.P2","Ministry of Communications, Posts and Telegraphs. From 1999: Post and Telecommunications Department.",
"MMR","IT.NET.USER.ZS","Ministry of Communications, Posts and Telegraphs. From 1999: Post and Telecommunications Department.",
"MMR","IT.MLT.MAIN","Ministry of Communications, Posts and Telegraphs. From 1999: Post and Telecommunications Department.",
"MMR","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"MMR","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"MMR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MMR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"MMR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MMR","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MMR","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MMR","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MMR","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MMR","SP.POP.GROW","Data source: United Nations World Population Prospects",
"MMR","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MMR","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MMR","MS.MIL.XPND.CN","2012-2018 highly uncertain data.",
"MMR","MS.MIL.XPND.CD","2012-2018 highly uncertain data.",
"MMR","MS.MIL.XPND.ZS","2012-2018 highly uncertain data.",
"MNE","MS.MIL.XPND.CD","2005-2006 SIPRI estimates.",
"MNE","MS.MIL.XPND.CN","2005-2006 SIPRI estimates.",
"MNE","MS.MIL.XPND.ZS","2005-2006 SIPRI estimates.",
"MNE","IT.MLT.MAIN.P2","Agency for Telecommunications and Postal Services.",
"MNE","IT.NET.BBND","Agency for Telecommunications and Postal Services.",
"MNE","IT.CEL.SETS.P2","Agency for Telecommunications and Postal Services.",
"MNE","IT.CEL.SETS","Agency for Telecommunications and Postal Services.",
"MNE","IT.NET.BBND.P2","Agency for Telecommunications and Postal Services.",
